2, 3840, Note_on_c, 9, 42, 90
2, 4080, Note_on_c, 9, 42, 90
2, 4320, Note_on_c, 9, 38, 100
2, 4320, Note_on_c, 9, 42, 90
2, 4560, Note_on_c, 9, 42, 90
2, 4800, Note_on_c, 9, 42, 90
2, 5040, Note_on_c, 9, 42, 90
2, 5280, Note_on_c, 9, 42, 90
2, 5280, Note_on_c, 9, 38, 100
2, 5400, Note_on_c, 9, 38, 80
2, 5760, Note_on_c, 9, 42, 90
2, 6000, Note_on_c, 9, 42, 90
2, 6240, Note_on_c, 9, 42, 90
2, 6240, Note_on_c, 9, 38, 100
2, 6480, Note_on_c, 9, 42, 90
2, 6720, Note_on_c, 9, 42, 90
2, 6960, Note_on_c, 9, 42, 90
2, 7200, Note_on_c, 9, 42, 100
2, 7200, Note_on_c, 9, 38, 100
2, 7680, Note_on_c, 9, 42, 90
2, 7920, Note_on_c, 9, 42, 90
2, 8160, Note_on_c, 9, 42, 90
2, 8160, Note_on_c, 9, 38, 100
2, 8400, Note_on_c, 9, 42, 90
2, 8640, Note_on_c, 9, 42, 90
2, 8880, Note_on_c, 9, 42, 90
2, 9120, Note_on_c, 9, 42, 100
2, 9120, Note_on_c, 9, 38, 100
2, 9240, Note_on_c, 9, 38, 80
2, 9600, Note_on_c, 9, 38, 120
2, 9720, Note_on_c, 9, 38, 110
2, 9840, Note_on_c, 9, 38, 100
2, 9960, Note_on_c, 9, 38, 100
2, 10080, Note_on_c, 9, 38, 100
2, 10200, Note_on_c, 9, 38, 100
2, 10320, Note_on_c, 9, 38, 120
2, 10440, Note_on_c, 9, 38, 120
2, 10560, Note_on_c, 9, 38, 100
2, 10680, Note_on_c, 9, 38, 100
2, 10800, Note_on_c, 9, 38, 100
2, 10920, Note_on_c, 9, 38, 100
2, 11040, Note_on_c, 9, 38, 110
2, 11160, Note_on_c, 9, 38, 110
2, 11280, Note_on_c, 9, 38, 115
2, 11400, Note_on_c, 9, 38, 120
2, 11520, Note_on_c, 9, 42, 90
2, 11760, Note_on_c, 9, 42, 90
2, 12000, Note_on_c, 9, 38, 100
2, 12000, Note_on_c, 9, 42, 90
2, 12240, Note_on_c, 9, 42, 90
2, 12480, Note_on_c, 9, 42, 90
2, 12720, Note_on_c, 9, 42, 90
2, 12960, Note_on_c, 9, 42, 100
2, 12960, Note_on_c, 9, 38, 100
2, 13080, Note_on_c, 9, 38, 80
2, 13440, Note_on_c, 9, 42, 90
2, 13680, Note_on_c, 9, 42, 90
2, 13920, Note_on_c, 9, 38, 100
2, 13920, Note_on_c, 9, 42, 90
2, 14160, Note_on_c, 9, 42, 90
2, 14400, Note_on_c, 9, 42, 90
2, 14640, Note_on_c, 9, 42, 90
2, 14880, Note_on_c, 9, 42, 100
2, 14880, Note_on_c, 9, 38, 100
2, 15360, Note_on_c, 9, 42, 90
2, 15600, Note_on_c, 9, 42, 90
2, 15840, Note_on_c, 9, 38, 100
2, 15840, Note_on_c, 9, 42, 90
2, 16080, Note_on_c, 9, 42, 90
2, 16320, Note_on_c, 9, 42, 90
2, 16560, Note_on_c, 9, 42, 90
2, 16800, Note_on_c, 9, 42, 100
2, 16800, Note_on_c, 9, 38, 100
2, 16920, Note_on_c, 9, 38, 80
2, 17280, Note_on_c, 9, 42, 90
2, 17520, Note_on_c, 9, 42, 90
2, 17760, Note_on_c, 9, 38, 100
2, 17760, Note_on_c, 9, 42, 90
2, 18000, Note_on_c, 9, 42, 90
2, 18240, Note_on_c, 9, 42, 90
2, 18480, Note_on_c, 9, 42, 90
2, 18720, Note_on_c, 9, 42, 100
2, 18720, Note_on_c, 9, 38, 100
2, 19200, Note_on_c, 9, 42, 90
2, 19440, Note_on_c, 9, 42, 90
2, 19680, Note_on_c, 9, 38, 100
2, 19680, Note_on_c, 9, 42, 90
2, 19920, Note_on_c, 9, 42, 90
2, 20160, Note_on_c, 9, 42, 90
2, 20400, Note_on_c, 9, 42, 90
2, 20640, Note_on_c, 9, 42, 100
2, 20640, Note_on_c, 9, 38, 100
2, 20760, Note_on_c, 9, 38, 80
2, 21120, Note_on_c, 9, 42, 90
2, 21360, Note_on_c, 9, 42, 90
2, 21600, Note_on_c, 9, 38, 100
2, 21600, Note_on_c, 9, 42, 90
2, 21840, Note_on_c, 9, 42, 90
2, 22080, Note_on_c, 9, 42, 90
2, 22320, Note_on_c, 9, 42, 90
2, 22560, Note_on_c, 9, 42, 100
2, 22560, Note_on_c, 9, 38, 100
2, 23040, Note_on_c, 9, 42, 90
2, 23280, Note_on_c, 9, 42, 90
2, 23520, Note_on_c, 9, 38, 100
2, 23520, Note_on_c, 9, 42, 90
2, 23760, Note_on_c, 9, 42, 90
2, 24000, Note_on_c, 9, 42, 90
2, 24240, Note_on_c, 9, 42, 90
2, 24480, Note_on_c, 9, 42, 100
2, 24480, Note_on_c, 9, 38, 100
2, 24600, Note_on_c, 9, 38, 80
2, 24960, Note_on_c, 9, 42, 90
2, 25200, Note_on_c, 9, 42, 90
2, 25440, Note_on_c, 9, 38, 100
2, 25440, Note_on_c, 9, 42, 90
2, 25680, Note_on_c, 9, 42, 90
2, 25920, Note_on_c, 9, 42, 90
2, 26160, Note_on_c, 9, 42, 90
2, 26400, Note_on_c, 9, 42, 100
2, 26400, Note_on_c, 9, 38, 100
2, 26880, Note_on_c, 9, 42, 90
2, 27120, Note_on_c, 9, 42, 90
2, 27360, Note_on_c, 9, 38, 100
2, 27360, Note_on_c, 9, 42, 90
2, 27600, Note_on_c, 9, 42, 90
2, 27840, Note_on_c, 9, 42, 90
2, 28080, Note_on_c, 9, 42, 90
2, 28320, Note_on_c, 9, 38, 100
2, 28320, Note_on_c, 9, 42, 100
2, 28440, Note_on_c, 9, 38, 80
2, 28800, Note_on_c, 9, 42, 90
2, 29040, Note_on_c, 9, 42, 90
2, 29280, Note_on_c, 9, 38, 100
2, 29280, Note_on_c, 9, 42, 90
2, 29520, Note_on_c, 9, 42, 90
2, 29760, Note_on_c, 9, 42, 90
2, 30000, Note_on_c, 9, 42, 90
2, 30240, Note_on_c, 9, 38, 100
2, 30240, Note_on_c, 9, 42, 100
2, 30720, Note_on_c, 9, 42, 90
2, 30960, Note_on_c, 9, 42, 90
2, 31200, Note_on_c, 9, 38, 100
2, 31200, Note_on_c, 9, 42, 90
2, 31440, Note_on_c, 9, 42, 90
2, 31680, Note_on_c, 9, 42, 90
2, 31920, Note_on_c, 9, 42, 90
2, 32160, Note_on_c, 9, 38, 100
2, 32160, Note_on_c, 9, 42, 100
2, 32280, Note_on_c, 9, 38, 80
2, 32640, Note_on_c, 9, 42, 90
2, 32880, Note_on_c, 9, 42, 90
2, 33120, Note_on_c, 9, 38, 100
2, 33120, Note_on_c, 9, 42, 90
2, 33360, Note_on_c, 9, 42, 90
2, 33600, Note_on_c, 9, 42, 90
2, 33840, Note_on_c, 9, 42, 90
2, 34080, Note_on_c, 9, 38, 100
2, 34080, Note_on_c, 9, 42, 100
2, 34560, Note_on_c, 9, 42, 90
2, 34800, Note_on_c, 9, 42, 90
2, 35040, Note_on_c, 9, 38, 100
2, 35040, Note_on_c, 9, 42, 90
2, 35280, Note_on_c, 9, 42, 90
2, 35520, Note_on_c, 9, 42, 90
2, 35760, Note_on_c, 9, 42, 90
2, 36000, Note_on_c, 9, 38, 100
2, 36000, Note_on_c, 9, 42, 100
2, 36120, Note_on_c, 9, 38, 80
2, 36480, Note_on_c, 9, 42, 90
2, 36720, Note_on_c, 9, 42, 90
2, 36960, Note_on_c, 9, 38, 100
2, 36960, Note_on_c, 9, 42, 90
2, 37200, Note_on_c, 9, 42, 90
2, 37440, Note_on_c, 9, 42, 90
2, 37680, Note_on_c, 9, 42, 90
2, 37920, Note_on_c, 9, 38, 100
2, 37920, Note_on_c, 9, 42, 100
2, 38400, Note_on_c, 9, 42, 90
2, 38640, Note_on_c, 9, 42, 90
2, 38880, Note_on_c, 9, 38, 100
2, 38880, Note_on_c, 9, 42, 90
2, 39120, Note_on_c, 9, 42, 90
2, 39360, Note_on_c, 9, 42, 90
2, 39600, Note_on_c, 9, 42, 90
2, 39840, Note_on_c, 9, 38, 100
2, 39840, Note_on_c, 9, 42, 100
2, 39960, Note_on_c, 9, 38, 80
2, 40320, Note_on_c, 9, 38, 120
2, 40440, Note_on_c, 9, 38, 110
2, 40560, Note_on_c, 9, 38, 100
